title,pokemon_name,set_name,card_number,rarity_class,language,category,condition_std,is_graded,grading_company,numeric_grade,is_holo,is_full_art,is_v_card,is_ex_card,is_gx_card,is_promo,is_shadowless,is_1st_edition,is_rainbow,is_gold,price,currency,price_usd,price_tier_usd,seller_country,seller_listing_count,ships_worldwide,image_count,days_since_sold,sale_month,sale_year
Relicanth 036/083 Holo Rare Undone Seal Pokemon Card Near Mint/Excellent-,Unknown,Unknown,036/083,Rare Holo,English,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Cresselia Japanese BREAKthrough Red Flash XY8 1ED kawayoo Pokemon Card TCG - GD-,Cresselia,XY8,,Unknown,Japanese,Single Cards,Very Good,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Pokemon Garchomp 007/015 GBR Garchomp Half Deck Japanese Card-,Garchomp,Unknown,007/015,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,3.5,EUR,4.1,Common,Germany,114,1,2,4.0,5.0,2026.0
Japanese - Promo - Landorus - 060/XY-P - Holo - Rare - Pokemon Card - XY-,Unknown,XY,,Rare,Japanese,Single Cards,Very Good,0,,,1,0,0,0,0,1,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Pokemon Card 060/093 Reuniclus (1st Edition) EX Battle Boost (HP) Japanese-,Unknown,Unknown,060/093,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,1,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Pokemon TCG Mewtwo Mew-GX Gold Card Sun&Moon Series 188/150 CSM2bC Ace 10,Mewtwo,Unknown,188/150,Unknown,English,Single Cards,ACE 10,1,ACE,10.0,0,0,0,0,1,0,0,0,0,1,100.0,GBP,136.03,Rare,United Kingdom,2,0,2,4.0,5.0,2026.0
Pokemon Card 051/093 Toxicroak (1st Edition) EX Battle Boost (HP) Japanese-,Unknown,Unknown,051/093,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Chespin 061/XY-P Japanese McDonalds Black Star Promo Pokemon Card MP-,Unknown,XY,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,1,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Japanese - Xerneas - 033/050 PR - Prism Holo - Rare - Pokemon Card - SM7b-,Xerneas,SM7B,033/050,Rare,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Pokemon Card Mega Venusaur EX 003/132 Double Rare Mega Evolution Base Set NM,Venusaur,BASE SET,003/132,RR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,1.46,GBP,1.99,Budget,United Kingdom,14,0,2,4.0,5.0,2026.0
Chimecho AR 106/101 SV6 Mask of Change Pokemon Card Japanese Scarlet & Violet-,Unknown,SV6,106/101,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.0,EUR,3.52,Common,Germany,114,1,2,4.0,5.0,2026.0
Pokemon Card Ice Rider Calyrex VMAX TG15/TG30 Trainer Gallery Near Mint,Calyrex,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,1,0,0,0,0,0,0,0,5.0,GBP,6.8,Common,United Kingdom,14,0,2,4.0,5.0,2026.0
Lugia VSTAR RRR 080/098 RRR S12 Paradigm Trigger Pokemon Card Japanese Mint-,Lugia,S12,080/098,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,1,0,0,0,0,0,0,0,5.5,EUR,6.45,Common,Germany,114,1,2,4.0,5.0,2026.0
Pokemon Card Dunsparce GG23/GG70 Crown Zenith Illustration Rare NM,Unknown,CROWN ZENITH,,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.0,GBP,2.72,Common,United Kingdom,14,0,2,4.0,5.0,2026.0
Japanese Pokemon Card Delcatty Galactic Conquest Holo 076/096 Light Play-,Unknown,Unknown,076/096,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Stakataka GX - 088/150 SM8b GX Ultra Shiny - Rare Japanese Pokemon Card-,Unknown,SM8B,088/150,Rare,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,1,0,0,0,0,0,2.0,EUR,2.35,Common,Germany,114,1,2,4.0,5.0,2026.0
Stunfisk AR 113/106 SV8 Super Electric Breaker - Pokemon Card Japanese-,Unknown,SV8,113/106,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Pokemon Tyrunt AR 089/080 M3 Nihil Zero - Card Japanese MEGA,Unknown,Unknown,089/080,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,6,3.0,5.0,2026.0
Pokemon TCG Card Grotadmory Muk Holo Rare 13/62 FR NM,Unknown,Unknown,13/62,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,8.32,GBP,11.32,Uncommon,United Kingdom,1,0,3,3.0,5.0,2026.0
Pokemon Houndoom Holo R 047/076 BW9 Megalo Cannon Japanese Card,Unknown,BW9,047/076,Unknown,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,1.04,GBP,1.41,Budget,United Kingdom,33,0,6,3.0,5.0,2026.0
Chitchar Pokemon 30 Years Of Forst Partner Pokemon  Card,Unknown,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,6.95,GBP,9.45,Common,United Kingdom,2,1,4,3.0,5.0,2026.0
Piplup Holo Card pokemon  30 Yrs Of First Partner Pokemon. Pack For Display Only,Piplup,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,8.79,GBP,11.96,Uncommon,United Kingdom,2,1,4,3.0,5.0,2026.0
Pokemon Card Spewpa AR 081/080 M3: Munikis Nihil Zero - Japanese NM,Unknown,Unknown,081/080,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,6,3.0,5.0,2026.0
Rabsca ex 025/182 | Destined Rivals Holo | Pokemon Card | NM/M 2,Unknown,Unknown,025/182,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,1,0,0,0,0,0,0,1.49,GBP,2.03,Common,United Kingdom,6,1,2,4.0,5.0,2026.0
51/100 | Quilava | EX Sandstorm | Pokemon Card | NM,Unknown,Unknown,51/100,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,2.0,GBP,2.72,Common,United Kingdom,33,0,6,4.0,5.0,2026.0
Pokemon Card Lycanroc Burning Shadows Holo Rare 75/147 Near Mint,Unknown,BURNING SHADOWS,75/147,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,6,4.0,5.0,2026.0
Eevee 101/149 - Sun & Moon - Common Reverse Holo Pokemon Card - NM,Eevee,Unknown,101/149,Common,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,1.7,GBP,2.31,Common,United Kingdom,33,0,6,4.0,5.0,2026.0
Grovyle 31/109 Uncommon Pokemon Card (EX Ruby & Sapphire) NM,Unknown,Unknown,31/109,Uncommon,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,6,4.0,5.0,2026.0
Unown E Pokemon Card HP40 LV10 No.201 Very Rare From Japan Nintendo F/S,Unknown,Unknown,,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,6,4.0,5.0,2026.0
Azelf Lv.X Dp5 Pokemon Card Japan Créfollet,Unknown,DP5,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,6.13,GBP,8.34,Common,United Kingdom,33,0,6,4.0,5.0,2026.0
Japanese Giratina 109/DP-P Promo Pokemon Card 2008 Blackstar,Giratina,DP,,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,1,0,0,0,0,1.7,GBP,2.31,Common,United Kingdom,33,0,6,4.0,5.0,2026.0
Pokemon Talonflame AR 083/080 M3 Nihil Zero - Card Japanese MEGA,Talonflame,Unknown,083/080,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,6,4.0,5.0,2026.0
Gible SV38/SV94 Pokemon Hidden Fates Holo Card,Unknown,SV38,,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,1.7,GBP,2.31,Common,United Kingdom,33,0,6,4.0,5.0,2026.0
Pokemon Drapion AR 090/080 M3 Nihil Zero - Card Japanese MEGA,Unknown,Unknown,090/080,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,6,4.0,5.0,2026.0
270/217 Mega Scrafty Ex Ultra Rare Pokemon Card Near Mint Ascended Heroes,Unknown,Unknown,270/217,UR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,3.95,GBP,5.37,Common,United Kingdom,3,0,2,4.0,5.0,2026.0
Mega Gengar EX 056/094 - Pokemon Card TCG - Phantasmal Flames ACE 10,Gengar,Unknown,056/094,Unknown,English,Single Cards,ACE 10,1,ACE,10.0,0,0,0,1,0,0,0,0,0,0,33.0,GBP,44.89,Uncommon,United Kingdom,2,0,2,4.0,5.0,2026.0
Lapras VMAX 203/202 Full Art Secret Rare Sword & Shield Base Set Pokemon Card,Lapras,BASE SET,203/202,Rare,English,Single Cards,Near Mint,0,,,0,1,1,0,0,0,0,0,0,0,9.99,GBP,13.59,Uncommon,United Kingdom,33,0,6,4.0,5.0,2026.0
Snorlax Pokemon Card Holo Jungle 11/64 NM,Snorlax,JUNGLE,11/64,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,28.0,GBP,38.09,Uncommon,United Kingdom,1,0,2,4.0,5.0,2026.0
Pokemon Team Rocket Kangaskhan EX 162/217 Ascended Heroes Card NM,Unknown,TEAM ROCKET,162/217,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,8,0,2,4.0,5.0,2026.0
Pokemon Dragonite Unified Minds Cracked Ice Holo Card 151/236,Dragonite,Unknown,151/236,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,4.2,GBP,5.71,Common,United Kingdom,33,0,6,4.0,5.0,2026.0
Espurr Full Art Rare 095/088 * Pokemon Perfect Order * One Single Card NM,Unknown,Unknown,095/088,AR,English,Trading Card Singles,Near Mint,0,,,0,1,0,0,0,0,0,0,0,0,6.0,USD,6.0,Common,United States,2,0,5,4.0,5.0,2026.0
Pokemon Card Virbank City Gym Plasma Storm Uncommon 126/135,Unknown,Unknown,126/135,Uncommon,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,6,4.0,5.0,2026.0
Yveltal ex 053/088 * Pokemon Perfect Order * One Single Card NM,Yveltal,Unknown,053/088,Unknown,English,Trading Card Singles,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,2.5,USD,2.5,Common,United States,2,0,4,4.0,5.0,2026.0
Pokemon Squirtle Plasma Storm Common Card 24/135 Near Mint Condition,Squirtle,Unknown,24/135,Common,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.91,GBP,3.96,Common,United Kingdom,33,0,6,4.0,5.0,2026.0
Ekans 007/068 Dragon Frontiers 2006 Japanese Pokemon Card NM,Unknown,Unknown,007/068,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,5,3.0,5.0,2026.0
Steelix 069/092 2008 Vintage Nintendo Gamefreak Pokemon Card Japanese F/S,Unknown,Unknown,069/092,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.04,GBP,1.41,Budget,United Kingdom,33,0,6,3.0,5.0,2026.0
Yamper AR 086/080 M2 Inferno X - Pokemon Card Japanese MEGA,Unknown,INFERNO X,086/080,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,5,3.0,5.0,2026.0
Chikorita | Pokemon card 2006 043/068  Nintendo Pokémon TCG Japanese Ver. F/S,Unknown,Unknown,043/068,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,5,3.0,5.0,2026.0
2019 Pokemon GO Card File Set Japanese Promos #272/S-P Pikachu BGS 10 PRISTINE,Pikachu,Unknown,,Unknown,Japanese,Single Cards,BGS,1,BGS,,0,0,0,0,0,0,0,0,0,0,1475.0,USD,1475.0,Ultra Rare,United States,20,1,2,4.0,5.0,2026.0
Chansey 187/167  Illustration Rare Holo Twilight Masquerade Pokemon TCG Card NM,Unknown,TWILIGHT MASQUERADE,187/167,IR,English,Trading Card Singles,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,51.0,USD,51.0,Rare,United States,1,0,20,4.0,5.0,2026.0
"Pokemon TCG- 25th Anniversary - Pikachu Birthday Card, #24, NM.",Pikachu,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,25.0,GBP,34.01,Uncommon,United Kingdom,1,0,3,3.0,5.0,2026.0
Pokemon Card Gym Challenge Lt.Surge's Jolteon 28/132 WOTC Rare,Jolteon,Unknown,28/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,16.73,GBP,22.76,Uncommon,United Kingdom,88,0,6,5.0,5.0,2026.0
Quaxly 206/193 Paldea Evolved Illustration Pokemon Card - Straight from Packet,Unknown,PALDEA EVOLVED,206/193,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,10.0,GBP,13.6,Uncommon,United Kingdom,1,0,6,5.0,5.0,2026.0
Pokemon Card Sprigatito 251/217 Full Art Ascended Heroes Secret Rare NM,Unknown,Unknown,251/217,Rare,English,Single Cards,Near Mint,0,,,0,1,0,0,0,0,0,0,0,0,7.04,GBP,9.58,Common,United Kingdom,1,1,2,5.0,5.0,2026.0
Mega Starmie EX 102/088 Perfect Order Full Art Pokemon TCG Card,Unknown,Unknown,102/088,Unknown,English,Single Cards,Near Mint,0,,,0,1,0,1,0,0,0,0,0,0,15.0,GBP,20.4,Uncommon,United Kingdom,1,0,2,5.0,5.0,2026.0
Pokemon - Altaria - TG11/TG30 - SWSH Silver Tempest - Trainer Gallery Card,Unknown,SWSH,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.91,GBP,3.96,Common,United Kingdom,6,0,10,5.0,5.0,2026.0
Raichu 014/102  Holo Pokemon Card - AI Grade 8 (Pokegrader),Raichu,Unknown,014/102,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,36.07,GBP,49.07,Uncommon,United Kingdom,1,0,3,5.0,5.0,2026.0
POKEMON CARD CHARIZARD HOLO DETECTIVE PIKACHU CARD 5/18 2019,Charizard,Unknown,5/18,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,6.18,GBP,8.41,Common,United Kingdom,6,0,10,5.0,5.0,2026.0
Pokemon Card Starly AR 090/078 SV1S Scarlet & Violet Art Rare Japanese NM,Unknown,SV1S,090/078,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,6,0,10,5.0,5.0,2026.0
Mega Charizard X EX - 013/094 - Phantasmal Flames - Ultra Rare - Pokemon Card,Charizard,Unknown,013/094,UR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,3.87,GBP,5.26,Common,United Kingdom,6,0,10,5.0,5.0,2026.0
Nidoqueen 7/64 Jungle Set NO SYMBOL ERROR MISPRINT Holo Rare Pokemon Card 1999,Unknown,JUNGLE,7/64,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,25.92,GBP,35.26,Uncommon,United Kingdom,2,0,6,5.0,5.0,2026.0
Pokemon Card Gengar 033/095 SM10 Double Blaze Japanese (x9),Gengar,SM10,033/095,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.84,GBP,5.22,Common,United Kingdom,1,0,2,5.0,5.0,2026.0
Dragapult SWSH132 Black Star Promo Mint Pokemon Card,Dragapult,SWSH132,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,1,0,0,0,0,3.0,GBP,4.08,Common,United Kingdom,3,0,2,5.0,5.0,2026.0
Pokemon Card 056/093 Gothorita (1st Edition) EX Battle Boost (NM) Japanese-,Unknown,Unknown,056/093,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,2.0,5.0,2026.0
Mega M Rayquaza EX 76/108 Celebrations Textured Ultra Rare Holo Pokemon Card,Rayquaza,Unknown,76/108,UR,English,Single Cards,Near Mint,0,,,1,0,0,1,0,0,0,0,0,0,32.0,GBP,43.53,Uncommon,United Kingdom,1,0,2,4.0,5.0,2026.0
Pokemon Pikachu TCG XY95 Black Star Promo Holo Card NM,Pikachu,XY95,,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,1,0,0,0,0,80.0,GBP,108.82,Rare,United Kingdom,1,0,2,4.0,5.0,2026.0
Dark Gyarados Holo (8/82) 25th Anniversary Celebrations Pokemon Card - NM,Gyarados,Unknown,8/82,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,5.55,GBP,7.55,Common,United Kingdom,3,0,2,5.0,5.0,2026.0
Pokemon Card Display Set Gift Box 004/008 Frosmoth BGS 10 Black Label-,Unknown,Unknown,004/008,Unknown,English,Single Cards,BGS,1,BGS,,0,0,0,0,0,0,0,0,0,0,201.0,EUR,235.71,Ultra Rare,Other,1,0,2,5.0,5.0,2026.0
Pokemon Card Topps PIDGEY #16  Black Logo  Non Holo,Unknown,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,1.2,GBP,1.63,Budget,United Kingdom,3,0,6,5.0,5.0,2026.0
CGC 7.5 - Charizard 4/102 Base Set Holo 1999 WOTC Pokemon Card PSA 7 8,Charizard,BASE SET,4/102,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,533.04,GBP,725.09,Ultra Rare,United Kingdom,1,0,5,5.0,5.0,2026.0
Poliwag 87/144 Reverse Holo Skyridge Pokemon Card WoTC,Unknown,Unknown,87/144,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,26.55,GBP,36.12,Uncommon,United Kingdom,3,0,2,5.0,5.0,2026.0
Topps Pokemon Card - Doduo #84 - Blue Logo - NM Non Holo,Unknown,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,8,0,2,5.0,5.0,2026.0
Shining Arceus 57/73 Shining Legends MP English Pokemon Card,Arceus,Unknown,57/73,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,11.0,GBP,14.96,Uncommon,United Kingdom,3,0,2,5.0,5.0,2026.0
Dodrio #85 | Topps TV Animation Series | Non Holo Pokemon Card MP,Unknown,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,8,0,2,5.0,5.0,2026.0
Topps Pokemon Card - Farfetch'd #83 - Blue Logo - NM Non Holo,Unknown,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,8,0,2,5.0,5.0,2026.0
Pokemon Card Mega Latias EX SR Mega Symphonia 079/063 Japanese Edition,Latias,Unknown,079/063,SR,Japanese,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,1,0,3,5.0,5.0,2026.0
Pokemon Card - Blank - Factory Error Misprint - Rare.,Unknown,Unknown,,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.99,GBP,6.79,Common,United Kingdom,1,0,3,5.0,5.0,2026.0
Pidgeot #18 Topps Pokemon Card Black Logo,Pidgeot,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.0,GBP,1.36,Budget,United Kingdom,3,0,6,5.0,5.0,2026.0
Hitmonchan #107 Topps TV Animation Edition Blue Logo Non Holo Pokemon Card,Unknown,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,8,0,2,5.0,5.0,2026.0
Aipom Pokemon card #067/087 E card TCG Nintendo Japanese Very Rare F/S NM-,Unknown,Unknown,067/087,Rare,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.5,EUR,1.76,Budget,Germany,114,1,2,5.0,5.0,2026.0
Pokemon Card Hisuian Goodra 196/172 AR s12a VSTAR Universe Full Art Japanese NM-,Unknown,S12A,196/172,AR,Japanese,Single Cards,Near Mint,0,,,0,1,1,0,0,0,0,0,0,0,2.5,EUR,2.93,Common,Germany,114,1,2,5.0,5.0,2026.0
Pokemon Larvesta Promo 383/SM-P Promo Card SM-P Japanese Card-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,1,0,0,0,0,3.0,EUR,3.52,Common,Germany,114,1,2,5.0,5.0,2026.0
Krabby #98 Topps TV Animation Edition Blue Logo Non Holo Pokemon Card,Unknown,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,8,0,2,5.0,5.0,2026.0
JAPANESE POKEMON CARD E-SERIES E1 WIZARD EXPEDITION - Dratini 031/128 - 1ST - NM-,Unknown,Unknown,031/128,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.4,EUR,6.33,Common,Germany,114,1,2,5.0,5.0,2026.0
095/159 Tyranitar - Rare Holo Card - Journey Together - Pokemon TCG,Tyranitar,Unknown,095/159,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,3,0,2,5.0,5.0,2026.0
Pokemon Card Absol 191/172 S12a Vstar Universe Holo Rare Japanese NM-,Absol,S12A,191/172,Rare Holo,Japanese,Single Cards,Near Mint,0,,,1,0,1,0,0,0,0,0,0,0,4.0,EUR,4.69,Common,Germany,114,1,2,5.0,5.0,2026.0
POKEMON CARD TINKATUFF 2023 077/071 NEW MINT NINTENDO JAPANESE-,Unknown,Unknown,077/071,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.0,EUR,4.69,Common,Germany,114,1,2,5.0,5.0,2026.0
"SIGILYPH 052/093 EBB EX BATTLE BOOST SET, JAPANESE POKEMON TCG CARD-",Unknown,Unknown,052/093,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,1,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,5.0,5.0,2026.0
Pokemon Card Dialga Ex 004/018 XYB Hyper Metal Chain Deck JP LP-,Dialga,XYB,004/018,Unknown,English,Single Cards,Excellent,0,,,0,0,0,1,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,5.0,5.0,2026.0
Pokemon Cetitan AR 069/064 SV7a Paradise Dragona - Card Japanese-,Unknown,SV7A,069/064,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,5.0,5.0,2026.0
Pokémon TCG Radiant Venusaur Holo Card Pokemon Go 004/078,Venusaur,Unknown,004/078,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,6.95,GBP,9.45,Common,United Kingdom,8,0,2,5.0,5.0,2026.0
Lt Surge's Rattata No.019 Non Holo Pokemon Card Japanese LP Gym Deck Old Back-,Rattata,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,5.0,5.0,2026.0
Pokemon Card Mismagius 083/073 SV1a Triplet Beat Japanese Played-,Unknown,SV1A,083/073,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.0,EUR,5.86,Common,Germany,114,1,2,5.0,5.0,2026.0
[MP] Flygon 125/PCG-P Japanese McDonalds Promo Pokemon Card 2006 Non-Holo -,Unknown,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,1,0,0,0,0,3.5,EUR,4.1,Common,Germany,114,1,2,5.0,5.0,2026.0
Japanese Pokemon Card Galarian Moltres AR 190/172 VSTAR Universe NM-,Moltres,VSTAR UNIVERSE,190/172,AR,Japanese,Single Cards,Near Mint,0,,,0,0,1,0,0,0,0,0,0,0,9.0,EUR,10.55,Uncommon,Germany,114,1,2,5.0,5.0,2026.0
Pokemon Card | Blastoise 2/102 Holo Rare Vintage WOTC Base Set 1999 Unlimited HP,Blastoise,BASE SET,2/102,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,53.21,GBP,72.38,Rare,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Venusaur 15/102 Holo Rare Vintage WOTC Base Set 1999 Unlimited MP,Venusaur,BASE SET,15/102,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,53.21,GBP,72.38,Rare,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Dark Raichu 83/82 Team Rocket Holo Secret Rare Vintage WOTC 1999,Raichu,TEAM ROCKET,83/82,Rare,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,30.13,GBP,40.99,Uncommon,United Kingdom,28,0,17,5.0,5.0,2026.0
Pokemon Card | Zapdos 16/102 Holo Rare Vintage WOTC Base Set 1999 Unlimited MP,Zapdos,BASE SET,16/102,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,19.6,GBP,26.66,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
